City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,brandfort,-28.7001,26.4597,18.35,82,37,3.18,ZA,1735333981
291,kentau,43.5206,68.5094,-2.55,60,0,2.87,KZ,1735333982
292,reuleuet,5.2167,96.2833,26.11,84,59,1.24,ID,1735333983
293,maragogi,-9.0122,-35.2225,25.57,76,23,3.49,BR,1735333986
294,sadjoavato,-12.6334,49.349,22.47,89,100,1.13,MG,1735333987
295,al mindak,20.1588,41.2834,12.93,91,88,1.48,SA,1735333988
296,estepona,36.4276,-5.1459,13.2,75,5,6.22,ES,1735333989
297,liwale,-9.7667,37.9333,21.66,93,26,1.66,TZ,1735333991
298,la dorada,5.4478,-74.6631,27.24,81,28,0.45,CO,1735333992
299,vadso,70.0744,29.7487,-0.91,80,40,13.89,NO,1735333993
300,tangalle,6.024,80.7911,23.51,93,99,1.81,LK,1735333994
301,tralee,52.2704,-9.7026,9.14,93,20,1.03,IE,1735333995
302,elizabeth city,36.2946,-76.2511,12.23,78,0,3.6,US,1735333865
303,neryungri,56.6709,124.6491,-21.36,97,100,2.9,RU,1735333998
304,kulhudhuffushi,6.6221,73.07,26.38,72,61,1.93,MV,1735333999
305,ekibastuz,51.6667,75.3667,-6.39,82,100,10.55,KZ,1735334000
306,yaring,6.8662,101.3689,24.94,88,100,2.95,TH,1735334002
307,cockburn town,21.4612,-71.1419,24.94,75,100,9.47,TC,1735334003
308,santyoku,37.4406,129.1708,-2.83,40,1,5.23,KR,1735334004
309,andovoranto,-18.95,49.1,23.87,82,82,1.24,MG,1735334005
310,taquaritinga,-21.4061,-48.5047,23.85,87,89,2.38,BR,1735334006
311,kone,-21.0595,164.8658,25.53,62,95,0.92,NC,1735334008
312,muravlenko,63.7898,74.523,-10.63,96,100,3.78,RU,1735334009
313,ponta delgada,37.7333,-25.6667,18.44,88,20,3.09,PT,1735334010
314,long beach,33.767,-118.1892,17.01,91,75,4.12,US,1735334011
315,pemangkat,1.1667,108.9667,25.35,88,80,1.65,ID,1735334013
316,aykhal,66.0,111.5,-29.28,100,96,1.49,RU,1735334014
317,voitsberg,47.0333,15.15,0.63,48,2,2.23,AT,1735334015
318,namtsy,62.7161,129.6658,-42.93,100,95,0.59,RU,1735334016
319,puerto san jose,13.9256,-90.8244,28.71,66,2,4.57,GT,1735333757
320,n'zeto,-7.2312,12.8666,25.38,89,48,1.46,AO,1735334019
321,karaton,-6.3424,106.1045,23.23,93,100,1.95,ID,1735333889
322,sinabang,2.4803,96.3801,25.4,88,73,1.87,ID,1735334023
323,kosong,38.3788,128.4676,-5.76,49,0,3.88,KR,1735334024
324,san patricio,28.017,-97.5169,24.97,52,34,1.49,US,1735334025
325,afaahiti,-17.75,-149.2833,26.21,78,96,6.7,PF,1735334026
326,yaren,-0.5472,166.916,27.92,70,50,7.93,NR,1735334027
327,macapa,0.0389,-51.0664,30.99,62,20,5.14,BR,1735334030
328,kongolo,-5.3833,27.0,21.33,96,100,1.13,CD,1735334031
329,tshabong,-26.05,22.45,25.19,60,95,4.77,BW,1735334032
330,yashkul',46.1711,45.3435,2.3,78,100,4.14,RU,1735334034
331,palmer,42.1584,-72.3287,2.38,52,75,2.06,US,1735334035
332,aripuana,-9.1667,-60.6333,26.77,87,100,0.91,BR,1735334036
333,guerrero negro,27.9769,-114.0611,18.02,62,88,7.03,MX,1735334037
334,florencia,43.7667,11.25,8.74,50,0,2.57,IT,1735334019
335,burang,30.25,81.1667,-9.61,95,100,3.01,CN,1735334040
336,dalbandin,28.8947,64.4101,7.14,28,2,2.76,PK,1735334041
337,callaway,30.153,-85.5699,18.96,84,75,2.24,US,1735334042
338,huanuni,-18.2667,-66.85,15.3,30,43,1.73,BO,1735334043
339,sungai raya,0.7,108.9,24.75,91,100,0.78,ID,1735334045
340,ban houakhoua,20.2453,100.4547,15.52,90,0,1.0,LA,1735334047
341,canutama,-6.5339,-64.3831,26.68,91,84,1.18,BR,1735334049
342,springbok,-29.6643,17.8865,15.33,83,0,1.78,ZA,1735334050
343,geraldton,-28.7667,114.6,15.23,72,0,3.09,AU,1735334051
344,zapala,-38.8992,-70.0544,30.88,14,99,6.5,AR,1735334052
345,turkmenbasy,40.0222,52.9552,2.43,93,40,2.06,TM,1735334055
346,kill devil hills,36.0307,-75.676,12.01,87,0,4.12,US,1735334058
347,progreso,21.2833,-89.6667,25.31,82,27,5.67,MX,1735334059
348,kourou,5.1552,-52.6478,25.49,86,90,2.62,GF,1735334060
349,vallegrande,-18.4897,-64.1069,20.48,51,97,3.41,BO,1735334061
350,acarau,-2.8856,-40.12,27.42,78,1,7.61,BR,1735333813
351,angaur state,6.906,134.13,28.38,74,100,3.7,PW,1735334064
352,raduzhny,62.0961,77.475,-10.72,95,100,3.88,RU,1735334065
353,najran,17.4924,44.1277,14.02,43,93,0.75,SA,1735334066
354,majuro,7.0897,171.3803,27.39,83,100,9.01,MH,1735334067
355,namibe,-15.1961,12.1522,22.5,81,93,1.87,AO,1735334069
356,chimore,-16.9833,-65.1333,28.72,62,100,0.92,BO,1735334070
357,lashio,22.9333,97.75,12.11,90,0,0.83,MM,1735334071
358,serdar,38.9764,56.2757,5.26,56,4,4.38,TM,1735334072
359,coquimbo,-29.9533,-71.3436,20.85,69,20,7.2,CL,1735334074
360,aldan,58.6031,125.3894,-23.51,100,100,1.38,RU,1735334075
361,yanbu,24.0891,38.0637,19.02,55,0,4.12,SA,1735334076
362,tupaciguara,-18.5922,-48.705,20.62,93,100,2.58,BR,1735334077
363,ulety,51.3572,112.4849,-16.45,97,73,1.95,RU,1735334078
364,kheri,27.9,80.8,16.98,43,89,2.19,IN,1735334080
365,mount isa,-20.7333,139.5,28.87,28,49,6.69,AU,1735334081
366,happy valley-goose bay,53.3168,-60.3315,-5.83,79,75,2.06,CA,1735334082
367,kenai,60.5544,-151.2583,-4.97,100,0,2.06,US,1735334084
368,male,4.1748,73.5089,25.97,83,20,2.06,MV,1735334085
369,mount pearl,47.5166,-52.7813,1.75,97,100,7.72,CA,1735334086
370,seka,17.9285,103.9552,15.87,90,38,2.83,TH,1735334088
371,ilhabela,-23.7781,-45.3581,24.03,95,99,0.34,BR,1735334089
372,barah,13.7,30.3667,18.15,21,1,4.86,SD,1735334090
373,stanthorpe,-28.6667,151.95,23.01,83,99,4.12,AU,1735334091
374,mangai,-4.05,19.5333,22.26,87,99,0.86,CD,1735334093
375,shingu,33.7333,135.9833,4.97,68,1,4.31,JP,1735334094
376,alesund,62.4723,6.1549,8.2,87,75,2.06,NO,1735333869
377,wenchang,30.904,118.4887,0.64,53,0,1.1,CN,1735334096
378,cabanas,22.9758,-82.9219,23.14,92,100,2.11,CU,1735334097
379,holualoa,19.6228,-155.9522,26.42,61,0,4.12,US,1735334099
380,santana,-0.0583,-51.1817,31.1,62,20,5.14,BR,1735334100
381,smithers,54.7804,-127.1743,0.36,94,96,1.01,CA,1735334101
382,bahia de kino,28.8333,-111.9333,19.31,42,39,2.84,MX,1735334102
383,marsabit,2.3284,37.9899,20.26,33,94,5.21,KE,1735334104
384,port moresby,-9.4431,147.1797,25.68,89,40,1.54,PG,1735333924
385,terrace,54.5163,-128.6035,3.95,100,100,1.54,CA,1735334106
386,tamboril,19.4854,-70.611,23.89,83,75,3.58,DO,1735334108
387,muscoy,34.1542,-117.3442,19.17,61,100,2.24,US,1735334109
388,souillac,-20.5167,57.5167,26.21,83,75,3.09,MU,1735334110
389,inarajan village,13.2736,144.7484,27.11,84,100,9.05,GU,1735334111
390,barra de santo antonio,-9.4047,-35.5072,25.75,74,0,4.57,BR,1735334114
391,selfoss,63.9331,-20.9971,-1.09,63,100,11.43,IS,1735334115
392,farasan,16.7022,42.1183,27.09,71,86,8.0,SA,1735334116
393,tidjikja,18.5564,-11.4271,25.42,22,98,5.26,MR,1735334117
394,kenora,49.8167,-94.4337,1.54,100,100,3.6,CA,1735334119
395,balakovo,52.0278,47.8007,-7.9,94,100,2.08,RU,1735334120
396,zunyi,27.6867,106.9072,4.98,92,49,0.71,CN,1735334121
397,vondrozo,-22.8167,47.2833,20.33,96,100,1.39,MG,1735334122
398,amqui,48.4638,-67.4313,-7.76,94,100,0.86,CA,1735333920
399,lawrenceburg,38.0373,-84.8966,13.32,90,100,5.14,US,1735334062
400,arkhangel'sk,64.5401,40.5433,1.06,80,75,7.0,RU,1735333907
401,ambovombe,-25.1667,46.0833,25.42,75,52,2.86,MG,1735334127
402,saint-francois,46.4154,3.9054,0.92,100,100,1.03,FR,1735334128
403,riberalta,-10.9833,-66.1,33.11,52,40,3.6,BO,1735334130
404,isheyevka,54.4167,48.2667,-0.59,97,100,1.97,RU,1735334131
405,paredon,16.0333,-93.8667,29.25,55,2,3.23,MX,1735334132
406,lionel town,17.8101,-77.2406,28.27,70,64,4.5,JM,1735334133
407,mlandizi,-6.7,38.7333,24.39,91,95,2.09,TZ,1735334135
408,hinna,10.3043,11.4991,22.76,23,18,3.33,NG,1735334136
409,ogoja,6.6547,8.7976,27.21,19,16,3.52,NG,1735334137
410,conceicao da barra,-18.5933,-39.7322,25.45,85,85,4.58,BR,1735334139
411,weno,7.4515,151.8468,28.97,79,100,3.6,FM,1735334140
412,bandar abbas,27.1865,56.2808,12.99,50,0,2.06,IR,1735334141
413,enid,36.3956,-97.8784,12.82,84,100,3.6,US,1735334142
414,mil'kovo,55.6078,37.7956,0.08,100,99,1.46,RU,1735334143
415,manzhouli,49.6,117.4333,-21.02,99,44,2.83,CN,1735334145
416,bhamo,24.2667,97.2333,14.04,68,0,0.72,MM,1735334146
417,errachidia,31.9275,-4.4285,11.03,40,0,1.03,MA,1735334147
418,bontang,0.1333,117.5,24.96,85,100,2.8,ID,1735334148
419,wenling,28.3669,121.36,4.91,62,22,4.09,CN,1735334150
420,saint-pierre,-21.3393,55.4781,24.82,61,40,2.57,RE,1735334151
421,nahiyat ash shinafiyah,31.5874,44.6602,18.48,38,100,2.06,IQ,1735334152
422,port alfred,-33.5906,26.891,20.66,97,98,2.7,ZA,1735334153
423,la ronge,55.1001,-105.2842,-5.86,79,100,4.63,CA,1735334154
424,miyaly,48.8844,53.7836,-6.97,93,10,3.27,KZ,1735334156
425,nabire,-3.3667,135.4833,24.74,91,100,1.96,ID,1735334157
426,freeport,40.6576,-73.5832,5.36,74,0,2.06,US,1735334158
427,nizhneangarsk,55.7833,109.55,-10.93,80,100,1.63,RU,1735334159
428,sao gabriel da cachoeira,-0.1303,-67.0892,27.48,95,60,0.42,BR,1735334161
429,arhribs,36.7936,4.3116,7.02,85,16,1.96,DZ,1735334162
430,undurkhaan,47.3194,110.6556,-13.36,68,79,3.55,MN,1735334163
431,klaksvik,62.2266,-6.589,7.24,80,50,15.21,FO,1735334164
432,nova vicosa,-17.8919,-39.3719,25.97,83,59,5.59,BR,1735334166
433,ar ruways,24.1103,52.7306,19.38,75,1,2.99,AE,1735334167
434,cururupu,-1.8283,-44.8683,27.32,73,47,1.87,BR,1735334168
435,bloomfield,40.8068,-74.1854,5.16,68,0,3.09,US,1735334170
436,scituate,42.1959,-70.7259,4.05,57,0,1.79,US,1735334171
437,sinmak,38.4167,126.2333,-7.04,44,1,5.82,KP,1735334174
438,remire-montjoly,4.9167,-52.2667,28.02,74,20,5.66,GF,1735334176
439,wanning,18.8003,110.3967,19.13,76,96,7.02,CN,1735334177
440,oliver,49.1831,-119.5524,2.95,87,100,1.03,CA,1735334178
441,kyzyl-mazhalyk,51.1333,90.6,-26.79,99,100,0.86,RU,1735334179
442,canton,23.1167,113.25,14.23,37,95,6.35,CN,1735333757
443,xiantao,30.3833,113.4,1.58,23,0,2.8,CN,1735334182
444,xudat,41.631,48.681,6.49,92,100,1.2,AZ,1735334183
445,razole,16.4833,81.8333,20.7,93,5,1.56,IN,1735334186
446,sechura,-5.5569,-80.8222,24.1,62,100,6.26,PE,1735334187
447,ouesso,1.6136,16.0517,24.7,74,91,1.27,CG,1735334188
448,moree,-29.4667,149.85,26.09,65,61,0.43,AU,1735334190
449,qarazhal,48.0078,70.7903,-10.99,97,96,5.56,KZ,1735334191
450,gbadolite,4.2833,21.0167,25.87,39,63,1.24,CD,1735334192
451,beyneu,45.3167,55.2,-0.29,88,12,5.87,KZ,1735334195
452,north platte,41.1239,-100.7654,11.94,43,0,2.24,US,1735334196
453,verkhnevilyuysk,63.4453,120.3167,-40.7,100,63,0.87,RU,1735334197
454,murun-kuren,49.6342,100.1625,-21.56,76,100,1.05,MN,1735334199
455,pathein,16.7833,94.7333,22.16,75,45,2.33,MM,1735334200
456,arkalyk,50.2486,66.9114,-7.53,98,100,9.46,KZ,1735334201
457,kiunga,-6.1219,141.2906,23.67,100,100,0.33,PG,1735334202
458,ruteng,-8.6136,120.4721,17.76,94,98,0.35,ID,1735334203
459,kinkala,-4.3614,14.7644,22.02,96,80,0.88,CG,1735334205
460,wenzhou,27.9994,120.6668,7.46,57,35,2.18,CN,1735334206
461,al bayda',32.7627,21.7551,6.78,97,37,1.4,LY,1735334207
462,castillos,-34.1667,-53.8333,20.81,72,38,5.24,UY,1735334208
463,aykol,38.1751,77.2132,-6.54,65,35,1.25,CN,1735334210
464,tolanaro,-25.0319,46.9987,27.04,83,40,7.2,MG,1735334211
465,lazaro cardenas,17.9583,-102.2,27.38,45,0,4.87,MX,1735334212
466,bargaal,11.2864,51.0773,24.03,66,78,7.75,SO,1735334213
467,belmonte,-15.8631,-38.8828,25.96,79,82,4.93,BR,1735334216
468,buala,-8.145,159.5921,27.29,82,100,1.42,SB,1735334217
469,campo gallo,-26.5833,-62.85,35.37,21,0,3.97,AR,1735334218
470,reggane,26.7158,0.1714,13.88,24,2,4.89,DZ,1735334220
471,tan-tan,28.438,-11.1032,17.13,45,0,5.69,MA,1735334221
472,olonets,60.9847,32.9698,1.3,90,52,4.71,RU,1735334222
473,okola,4.0167,11.3833,22.06,81,87,2.13,CM,1735334223
474,santiago de cao,-7.9589,-79.2392,20.07,83,91,4.63,PE,1735334225
475,tazacorte,28.629,-17.9293,18.54,77,75,3.09,ES,1735334226
476,kerman,30.2832,57.0788,-2.08,34,0,2.06,IR,1735334227
477,takoradi,4.8845,-1.7554,27.13,85,6,3.59,GH,1735334228
478,corn island,12.1694,-83.0418,26.75,81,100,2.79,NI,1735334230
479,kollam,8.8833,76.6,25.19,80,75,6.52,IN,1735333951
480,polyarnyy,69.1989,33.4478,-2.6,76,5,14.03,RU,1735334232
481,kristiansund,63.1115,7.732,5.63,93,75,1.54,NO,1735334233
482,ampanihy,-24.7,44.75,24.6,76,25,3.36,MG,1735334235
483,bardai,11.65,7.2333,17.08,18,24,4.4,NG,1735334236
484,kokopo,-4.352,152.2633,25.86,85,99,1.87,PG,1735334237
485,san juan,-31.5375,-68.5364,36.43,12,16,6.98,AR,1735333992
486,lompoc,34.6391,-120.4579,17.3,95,100,5.66,US,1735334241
487,maasim,5.8575,125.0061,26.59,79,100,1.24,PH,1735334242
488,shimokizukuri,40.8061,140.3861,-0.82,80,100,7.8,JP,1735334243
489,joshimath,30.5667,79.5667,2.57,99,100,1.09,IN,1735334244
490,urzhar,47.093,81.6294,-10.03,77,98,1.55,KZ,1735334247
491,tanjungtiram,4.0613,98.3699,23.92,94,21,1.6,ID,1735334248
492,teterow,53.7833,12.5667,2.09,91,80,2.06,DE,1735334250
493,mermoz boabab,14.7065,-17.4758,22.88,83,0,5.14,SN,1735334252
494,pacasmayo,-7.4006,-79.5714,22.77,68,74,6.7,PE,1735334253
495,lata,40.1629,-8.3327,8.3,84,0,1.1,PT,1735334255
496,margate,51.3813,1.3862,4.83,93,56,1.69,GB,1735334117
497,ha giang,22.8333,104.9833,15.26,87,100,0.62,VN,1735334257
498,manaure,11.7751,-72.4445,29.97,60,100,5.9,CO,1735334258
499,mundri,-6.9558,111.71,24.23,87,100,1.67,ID,1735334260
500,egilsstadir,65.2653,-14.3948,-1.05,69,0,5.66,IS,1735334261
501,novyye burasy,52.1324,46.0714,-7.43,97,100,1.6,RU,1735334262
502,pregradnaya,43.9508,41.1994,3.11,74,100,0.94,RU,1735334263
503,aldinga beach,-35.2793,138.4604,18.7,72,78,7.92,AU,1735334265
504,bahia blanca,-38.7196,-62.2724,34.98,14,21,3.25,AR,1735334266
505,pokhara,28.2333,83.9833,11.78,23,1,2.47,NP,1735334103
506,puerto rico,-26.796,-55.024,31.75,24,0,2.04,AR,1735334069
507,taoudenni,22.6783,-3.9836,18.28,23,0,4.89,ML,1735334271
508,jincheng,35.5022,112.8328,-4.35,24,0,3.22,CN,1735334272
509,villa tupac amaru,-13.7,-76.15,24.6,61,0,8.75,PE,1735334273
510,corumba,-19.0092,-57.6533,32.84,40,0,4.12,BR,1735334274
511,hanceville,34.0607,-86.7675,13.95,84,97,6.49,US,1735334210
512,utete,-7.986,38.758,24.11,90,41,1.4,TZ,1735334277
513,turpan,42.9333,89.1667,-9.12,62,53,1.45,CN,1735334278
514,imbituba,-28.24,-48.6703,22.74,73,0,1.83,BR,1735334280
515,carbonear,47.7332,-53.2148,1.8,96,100,6.47,CA,1735334282
516,vrangel',42.7297,133.0839,-9.8,63,4,6.33,RU,1735334283
517,broome,42.2506,-75.833,3.72,71,0,2.24,US,1735334285
518,floriano,-6.7669,-43.0225,30.57,45,100,2.69,BR,1735334275
519,tostado,-29.232,-61.7692,32.77,38,0,2.02,AR,1735334287
520,redencao,-4.2258,-38.7306,27.26,67,85,2.84,BR,1735334288
521,boyolangu,-8.1181,111.8935,24.48,90,97,0.42,ID,1735334074
522,la sarre,48.8002,-79.1996,0.85,100,100,3.72,CA,1735334291
523,lindisfarne,-42.8333,147.35,15.11,67,75,5.66,AU,1735334292
524,waddan,29.1614,16.139,11.04,70,0,2.05,LY,1735334293
525,handan,36.6006,114.4678,-1.53,24,0,2.71,CN,1735334294
526,thinadhoo,0.5333,72.9333,27.43,78,76,4.42,MV,1735334295
527,molteno,-31.3968,26.3625,16.28,85,99,2.21,ZA,1735334297
528,mangrol,21.1167,70.1167,19.08,51,0,6.5,IN,1735334298
529,dryden,49.7833,-92.7503,2.16,100,100,4.12,CA,1735334299
530,bastrop,32.7562,-91.8724,21.99,43,0,0.0,US,1735334302
531,guiberoua,6.2392,-6.1727,24.16,26,95,0.49,CI,1735334303
532,malysheva,57.1185,61.4035,-2.62,82,56,6.33,RU,1735334304
533,polovinnoye,54.7914,65.9864,-5.9,91,95,6.64,RU,1735334305
534,isangel,-19.55,169.2667,26.05,56,11,2.36,VU,1735334307
535,puerto baquerizo moreno,-0.9,-89.6,26.55,69,75,4.12,EC,1735334308
536,shakawe,-18.3667,21.85,19.69,96,100,3.88,BW,1735334309
537,manokwari,-0.8667,134.0833,26.18,78,100,2.39,ID,1735334310
538,boguchany,58.3814,97.4531,-10.67,89,100,1.9,RU,1735334311
539,mahina,-17.5065,-149.489,30.87,66,0,5.14,PF,1735334313
540,ust-tsilma,65.441,52.1498,-0.35,92,95,6.98,RU,1735334314
541,ad douiem,14.0012,32.3116,22.3,19,7,7.5,SD,1735334315
542,xai-xai,-25.0519,33.6442,24.33,70,20,4.75,MZ,1735334253
543,alangulam,8.8667,77.5,23.63,86,78,2.26,IN,1735334318
544,castlemaine,-37.0667,144.2167,12.66,59,58,3.02,AU,1735334319
545,los chavez,34.727,-106.7384,14.25,30,100,0.89,US,1735334320
546,siuna,13.7332,-84.7773,27.92,76,100,0.84,NI,1735334321
547,pemba,-12.974,40.5178,27.02,84,100,5.42,MZ,1735334323
548,sumenep,-7.0167,113.8667,25.96,87,100,0.89,ID,1735334324
549,gamay,12.3854,125.2979,24.41,95,100,2.16,PH,1735334325
550,ndele,8.4109,20.6473,24.83,19,100,2.03,CF,1735334326
551,bridgewater,44.3835,-64.5155,2.82,70,16,2.57,CA,1735334114
552,shengli,37.4564,118.4856,-4.49,36,0,3.74,CN,1735334329
553,novyy urengoy,66.0833,76.6333,-13.92,97,96,3.86,RU,1735334153
554,castelo do piaui,-5.3222,-41.5525,33.81,22,100,2.1,BR,1735334067
555,la cruz,23.9167,-106.9,23.52,41,2,3.31,MX,1735334332
556,san miguel chicaj,15.1,-90.4,27.86,50,40,0.58,GT,1735334230
557,efon-alaaye,7.65,4.9167,23.15,23,12,1.07,NG,1735334335
558,thames,-37.1333,175.5333,18.79,38,0,2.45,NZ,1735334336
559,east london,-33.0153,27.9116,23.01,84,100,3.78,ZA,1735334337
560,hobyo,5.3505,48.5268,24.38,78,40,9.09,SO,1735334338
561,alpena,45.0617,-83.4327,3.39,97,100,3.6,US,1735334340
562,zubtsov,56.1753,34.5894,-2.82,96,85,1.36,RU,1735334341
563,nepomuceno,-21.2358,-45.2358,19.5,97,100,1.91,BR,1735334342
564,neiafu,-18.65,-173.9833,28.38,83,75,5.66,TO,1735334343
565,mikumi,-7.4041,36.9831,21.97,87,38,2.16,TZ,1735334345
566,la'ie,21.6477,-157.9253,27.84,65,69,3.13,US,1735334346
567,taiyuan,37.8694,112.5603,-10.08,52,0,1.0,CN,1735334347
568,isla vista,34.4133,-119.861,22.56,66,40,3.09,US,1735334348
569,belokany,41.7258,46.4083,3.05,92,100,1.32,AZ,1735334349
570,kiruna,67.8557,20.2251,-3.49,100,20,4.12,SE,1735334351
571,changleng,28.7,115.8167,5.53,31,0,2.95,CN,1735334352
572,cidade velha,14.9167,-23.6167,23.26,73,40,7.2,CV,1735334353
573,urucara,-2.5364,-57.76,30.09,63,75,0.74,BR,1735334354
574,darwin,-12.4611,130.8418,25.99,77,40,1.03,AU,1735334355
575,fairbanks,64.8378,-147.7164,-15.02,78,75,1.54,US,1735334115
576,sur,22.5667,59.5289,21.78,46,0,4.94,OM,1735334358
577,palmerston north,-40.35,175.6167,17.08,67,0,0.89,NZ,1735334092
578,sarina,-21.4333,149.2167,27.01,1,39,3.09,AU,1735334362
579,dabola,10.75,-11.1167,23.07,16,14,0.48,GN,1735334363
580,san borja,-14.8167,-66.85,31.33,53,24,0.8,BO,1735334364
581,kismayo,-0.3582,42.5454,24.98,81,97,6.12,SO,1735334365
582,new richmond,45.123,-92.5366,4.91,99,100,2.57,US,1735334217
